pixelID,recovery_rate,ARI_end_smooth
tile_0_10_-281355267765,0.010646738927684824,0.3720934298993586
tile_0_10_-281355268305,0.011141791263448391,0.3047933535163653
tile_0_10_-281625267225,0.010499341315221825,0.15704270948790214
tile_0_10_-281625267495,0.013236674604926245,0.29395165618000146
tile_0_10_-281625267765,0.010238576559606,0.2637389045348961
tile_0_10_-281625268035,0.01016139062561586,0.3357331581528201
tile_0_10_-281625268305,0.00841434158522173,0.21244492879945956
tile_0_10_-281895267495,0.010370664758867101,0.3238158614591565
tile_0_10_-281895268035,0.010006331443448374,0.21675244502929678
tile_0_10_-281895268845,0.010128665804876988,0.1335083984764989
tile_0_10_-282165267765,0.010087195892413888,0.27413651484439
tile_0_10_-282165268035,0.011670267887014892,0.308109241336253
tile_0_10_-282435267765,0.010343153790394223,0.25999266337685206
tile_0_10_-282435268845,0.01008470878600995,0.2728644815124237
tile_0_10_-282705268845,0.007576034692512397,0.24151604547925296
tile_0_10_-282705269385,0.010270721495172509,0.2980086855882633
tile_0_10_-282705279645,0,0
tile_0_10_-282705279915,0,0
tile_0_10_-282975269115,0.006844316607389199,0.2689648386895733
tile_0_10_-282975279645,0,0
tile_0_10_-282975279915,0,0
tile_0_10_-283245268845,0.00762368607891632,0.20854174903861675
tile_0_10_-283245269115,0.006563736104729092,0.178378410319253
tile_0_10_-283245269385,0.008483458367487737,0.2824053898924635
tile_0_10_-283245269655,0.006962822728374473,0.2147359173687851
tile_0_10_-283245270465,0.007981627123103546,0.2599107703810908
tile_0_10_-283245271275,0.007744806430295653,0.26182033808904565
tile_0_10_-283515268575,0.008819975996059166,0.2728303701723168
tile_0_10_-283515268845,0.010870050631231608,0.34702335241115895
tile_0_10_-283515269115,0.0061143038031527186,0.22147485806990547
tile_0_10_-283515269655,0.0105204200679804,0.31875902393488875
tile_0_10_-283515269925,0.009235124861059228,0.2415180832218932
tile_0_10_-283515270735,0.008447291457635599,0.14688026731207238
tile_0_10_-283515271275,0.009899175911527204,0.27244160325256084
tile_0_10_-283785268575,0.009849315594187292,0.2860659320514355
tile_0_10_-283785269655,0.008854451662945914,0.2657174967512839
tile_0_10_-283785269925,0.008014451120541966,0.23367290035134983
tile_0_10_-284055268305,0.008825706508867041,0.23740604999300727
tile_0_10_-284055268575,0.012226810694088796,0.30331877826125336
tile_0_10_-284055268845,0.00969092597684736,0.2251166240867397
tile_0_10_-284055269115,0.008132336789645403,0.1916835347959904
tile_0_10_-284055269655,0.01013285328586217,0.23972051456138524
tile_0_10_-284055269925,0.009572356107290753,0.2608047861050465
tile_0_10_-284325268575,0.009832820762807965,0.23151571789026512
tile_0_10_-284325268845,0.011086945442413907,0.20493785482778468
tile_0_10_-284325269115,0.008678655647980375,0.24087953962011668
tile_0_10_-284325269385,0.008661885698029621,0.28836204060781717
tile_0_10_-284325269655,0.008441692803497599,0.18245872560681578
tile_0_10_-284325269925,0.007320354234857204,0.16227590622846583
tile_0_10_-284325270465,0.01076156726295576,0.2869743465877151
tile_0_10_-284595268305,0.0063396134068965425,0.3177830183568524
tile_0_10_-284595268575,0.00814467542523159,0.24063327731090747
tile_0_10_-284595268845,0.00815650635960596,0.18578778965091233
tile_0_10_-284595269115,0.009838583471428622,0.31481625135390917
tile_0_10_-284595269385,0.008384502449556694,0.2632872254549546
tile_0_10_-284595269655,0.009552107069458247,0.317009516031796
tile_0_10_-284595269925,0.010534008539408937,0.3318719395432114
tile_0_10_-284595270195,0.009175973057850312,0.264623190661569
tile_0_10_-284595270465,0.009094365927980415,0.3044901068939885
tile_0_10_-284595270735,0.01029123540093607,0.31123119337941424
tile_0_10_-284595271005,0.01267444495073413,0.3663514456764166
tile_0_10_-284595272355,0.007169261795418859,0.2828881752951658
tile_0_10_-284865262635,0.005988151538838233,0.04411465089875892
tile_0_10_-284865262905,0,0
tile_0_10_-284865263175,0,0
tile_0_10_-284865263445,0,0
tile_0_10_-284865268575,0.01295185407782772,0.3280075943242639
tile_0_10_-284865268845,0.007680549285418791,0.17715357106624738
tile_0_10_-284865269385,0.006671533267487735,0.2995719387543588
tile_0_10_-284865269925,0.010918963077832609,0.3341490355757938
tile_0_10_-284865270195,0.012239062559162694,0.3340931088638338
tile_0_10_-284865270465,0.011256691311345,0.30251795993783565
tile_0_10_-284865270735,0.0071243787201971265,0.17606377994261396
tile_0_10_-284865271005,0.010061654327586286,0.2971204333643096
tile_0_10_-284865272625,0.00859295256108382,0.2709337964733185
tile_0_10_-285135262095,0.009731151845147055,0.10174426454607798
tile_0_10_-285135262365,0.007070835293529409,0.069138503750709
