,pixelID
4254,tile_1_11_-277785347745
4255,tile_1_11_-277785348015
4256,tile_1_11_-277785348555
4257,tile_1_11_-277785348825
4258,tile_1_11_-277785349095
4259,tile_1_11_-277785349365
4260,tile_1_11_-277785349635
4261,tile_1_11_-277785349905
4262,tile_1_11_-277785350175
4263,tile_1_11_-277785350445
4264,tile_1_11_-277785350715
4265,tile_1_11_-277785351255
4269,tile_1_11_-278055310755
4270,tile_1_11_-278055312105
4271,tile_1_11_-278055312375
4272,tile_1_11_-278055312645
4273,tile_1_11_-278055313995
4274,tile_1_11_-278055314535
4275,tile_1_11_-278055314805
4276,tile_1_11_-278055315345
4277,tile_1_11_-278055344505
4278,tile_1_11_-278055344775
4279,tile_1_11_-278055345045
4280,tile_1_11_-278055346125
4281,tile_1_11_-278055346395
4282,tile_1_11_-278055346665
4283,tile_1_11_-278055346935
4284,tile_1_11_-278055347205
4285,tile_1_11_-278055348555
4286,tile_1_11_-278055348825
4287,tile_1_11_-278055350445
4288,tile_1_11_-278055350715
4289,tile_1_11_-278055350985
4290,tile_1_11_-278055351255
4291,tile_1_11_-278055351795
4297,tile_1_11_-278325310755
4298,tile_1_11_-278325311025
4299,tile_1_11_-278325311565
4300,tile_1_11_-278325311835
4301,tile_1_11_-278325312375
4302,tile_1_11_-278325312645
4303,tile_1_11_-278325313725
4304,tile_1_11_-278325344505
4305,tile_1_11_-278325344775
4306,tile_1_11_-278325345045
4307,tile_1_11_-278325346125
4308,tile_1_11_-278325346395
4309,tile_1_11_-278325346665
4310,tile_1_11_-278325346935
4311,tile_1_11_-278325347205
4312,tile_1_11_-278325348285
4313,tile_1_11_-278325348555
4314,tile_1_11_-278325348825
4315,tile_1_11_-278325349905
4316,tile_1_11_-278325350175
4317,tile_1_11_-278325350445
4318,tile_1_11_-278325350715
4319,tile_1_11_-278325350985
4325,tile_1_11_-278595310755
4326,tile_1_11_-278595311565
4327,tile_1_11_-278595311835
4328,tile_1_11_-278595312105
4329,tile_1_11_-278595312375
4330,tile_1_11_-278595312645
4331,tile_1_11_-278595312915
4332,tile_1_11_-278595313725
4333,tile_1_11_-278595314805
4334,tile_1_11_-278595315075
4335,tile_1_11_-278595343425
4336,tile_1_11_-278595343695
4337,tile_1_11_-278595344505
4338,tile_1_11_-278595344775
4339,tile_1_11_-278595346395
4340,tile_1_11_-278595346665
4341,tile_1_11_-278595347745
4342,tile_1_11_-278595350175
4349,tile_1_11_-278865310485
4350,tile_1_11_-278865310755
4351,tile_1_11_-278865311295
4352,tile_1_11_-278865311565
4353,tile_1_11_-278865311835
4354,tile_1_11_-278865314805
4356,tile_1_11_-278865315345
4357,tile_1_11_-278865343155
4358,tile_1_11_-278865343425
4359,tile_1_11_-278865343695
4360,tile_1_11_-278865344235
4361,tile_1_11_-278865344505
4362,tile_1_11_-278865344775
4363,tile_1_11_-278865346395
4364,tile_1_11_-278865346935
4365,tile_1_11_-278865347205
4366,tile_1_11_-278865348285
4367,tile_1_11_-278865348555
4368,tile_1_11_-278865349365
4369,tile_1_11_-278865349905
4370,tile_1_11_-278865350175
4371,tile_1_11_-278865350445
4377,tile_1_11_-279135311025
4378,tile_1_11_-279135313725
4379,tile_1_11_-279135342885
4380,tile_1_11_-279135343155
4381,tile_1_11_-279135343425
4382,tile_1_11_-279135343695
4383,tile_1_11_-279135344235
4384,tile_1_11_-279135344775
4385,tile_1_11_-279135345045
4386,tile_1_11_-279135347475
4387,tile_1_11_-279135348015
4388,tile_1_11_-279135348285
4389,tile_1_11_-279135349905
4390,tile_1_11_-279135350445
4391,tile_1_11_-279135351525
4392,tile_1_11_-279135351795
4398,tile_1_11_-279405312375
4399,tile_1_11_-279405312645
4400,tile_1_11_-279405314265
4401,tile_1_11_-279405314535
4402,tile_1_11_-279405344505
4403,tile_1_11_-279405344775
4404,tile_1_11_-279405346935
4405,tile_1_11_-279405347475
4409,tile_1_11_-279675311835
4410,tile_1_11_-279675312105
4411,tile_1_11_-279675312375
4412,tile_1_11_-279675312645
4413,tile_1_11_-279675313185
4416,tile_1_11_-279675346665
4417,tile_1_11_-279675351525
4418,tile_1_11_-279675351795
4419,tile_1_11_-279675352065
4420,tile_1_11_-279675352875
4421,tile_1_11_-279675353145
4427,tile_1_11_-279945311835
4428,tile_1_11_-279945312105
4429,tile_1_11_-279945312375
4431,tile_1_11_-279945346935
4432,tile_1_11_-279945347745
4433,tile_1_11_-279945351525
4434,tile_1_11_-279945352065
4435,tile_1_11_-279945353415
4441,tile_1_11_-280215311835
4442,tile_1_11_-280215312105
4445,tile_1_11_-280215343425
4446,tile_1_11_-280215344505
4447,tile_1_11_-280215346395
4448,tile_1_11_-280215346665
4449,tile_1_11_-280215346935
4450,tile_1_11_-280215347205
4451,tile_1_11_-280215347475
4452,tile_1_11_-280215348015
4453,tile_1_11_-280215350175
4457,tile_1_11_-280485311835
4459,tile_1_11_-280485342885
4460,tile_1_11_-280485343155
4461,tile_1_11_-280485346125
4462,tile_1_11_-280485346395
4463,tile_1_11_-280485346665
4464,tile_1_11_-280485346935
4465,tile_1_11_-280485347205
4466,tile_1_11_-280485347475
4467,tile_1_11_-280485347745
4468,tile_1_11_-280485348285
4469,tile_1_11_-280485348555
4470,tile_1_11_-280485349905
4471,tile_1_11_-280485351525
4472,tile_1_11_-280485351795
4475,tile_1_11_-280755311565
4476,tile_1_11_-280755342885
4477,tile_1_11_-280755343155
4478,tile_1_11_-280755345585
4479,tile_1_11_-280755345855
4480,tile_1_11_-280755346665
4481,tile_1_11_-280755346935
4482,tile_1_11_-280755347205
4483,tile_1_11_-280755347475
4484,tile_1_11_-280755347745
4485,tile_1_11_-280755348015
4486,tile_1_11_-280755348555
4487,tile_1_11_-280755349635
4488,tile_1_11_-280755349905
4489,tile_1_11_-280755350985
4490,tile_1_11_-280755351255
4493,tile_1_11_-281025342885
4494,tile_1_11_-281025343965
4495,tile_1_11_-281025345855
4496,tile_1_11_-281025346665
4497,tile_1_11_-281025346935
4498,tile_1_11_-281025347205
4499,tile_1_11_-281025347475
4500,tile_1_11_-281025347745
4501,tile_1_11_-281025348015
4502,tile_1_11_-281025348555
4503,tile_1_11_-281025348825
4504,tile_1_11_-281025350445
4505,tile_1_11_-281025350985
4506,tile_1_11_-281025351255
64,tile_0_10_-284865262635
75,tile_0_10_-285135262095
76,tile_0_10_-285135262365
77,tile_0_10_-285135262635
78,tile_0_10_-285135262905
79,tile_0_10_-285135263175
88,tile_0_10_-285405261825
89,tile_0_10_-285405262095
90,tile_0_10_-285405262365
91,tile_0_10_-285405262635
92,tile_0_10_-285405262905
93,tile_0_10_-285405263175
103,tile_0_10_-285675261825
104,tile_0_10_-285675262095
105,tile_0_10_-285675262365
106,tile_0_10_-285675262635
107,tile_0_10_-285675262905
108,tile_0_10_-285675263175
109,tile_0_10_-285675263715
118,tile_0_10_-285945262635
119,tile_0_10_-285945262905
120,tile_0_10_-285945263175
139,tile_0_10_-286215262635
403,tile_0_10_-298365305025
410,tile_0_10_-298905304755
433,tile_0_10_-300525305835
434,tile_0_10_-300525306105
439,tile_0_10_-300795305835
1091,tile_0_11_-286755338025
1092,tile_0_11_-286755338565
1094,tile_0_11_-286755339915
1143,tile_0_11_-287025338025
1144,tile_0_11_-287025338565
1145,tile_0_11_-287025338835
1146,tile_0_11_-287025339645
1196,tile_0_11_-287295338295
1197,tile_0_11_-287295338565
1198,tile_0_11_-287295338835
1199,tile_0_11_-287295339375
1200,tile_0_11_-287295339645
1254,tile_0_11_-287565338025
1255,tile_0_11_-287565338295
1256,tile_0_11_-287565338565
1257,tile_0_11_-287565338835
1258,tile_0_11_-287565339105
1259,tile_0_11_-287565339375
1260,tile_0_11_-287565340185
1310,tile_0_11_-287835337755
1311,tile_0_11_-287835338025
1312,tile_0_11_-287835338295
1313,tile_0_11_-287835338565
1314,tile_0_11_-287835338835
1315,tile_0_11_-287835339105
1316,tile_0_11_-287835339375
1317,tile_0_11_-287835339645
1318,tile_0_11_-287835339915
1319,tile_0_11_-287835340185
1320,tile_0_11_-287835340725
1321,tile_0_11_-287835340995
1375,tile_0_11_-288105337485
1376,tile_0_11_-288105337755
1377,tile_0_11_-288105338025
1378,tile_0_11_-288105338565
1379,tile_0_11_-288105338835
1380,tile_0_11_-288105339105
1381,tile_0_11_-288105339645
1382,tile_0_11_-288105339915
1383,tile_0_11_-288105340185
1384,tile_0_11_-288105340455
1385,tile_0_11_-288105340725
1386,tile_0_11_-288105340995
1387,tile_0_11_-288105341265
1388,tile_0_11_-288105342615
1413,tile_0_11_-288105350715
1414,tile_0_11_-288105350985
1418,tile_0_11_-288105352335
1420,tile_0_11_-288105352875
1434,tile_0_11_-288375336945
1435,tile_0_11_-288375337215
1436,tile_0_11_-288375337485
1437,tile_0_11_-288375337755
1438,tile_0_11_-288375338025
1439,tile_0_11_-288375338295
1440,tile_0_11_-288375338565
1441,tile_0_11_-288375339375
1442,tile_0_11_-288375339645
1443,tile_0_11_-288375339915
1444,tile_0_11_-288375340185
1445,tile_0_11_-288375340455
1446,tile_0_11_-288375340725
1447,tile_0_11_-288375340995
1448,tile_0_11_-288375341265
1449,tile_0_11_-288375341535
1450,tile_0_11_-288375341805
1451,tile_0_11_-288375342075
1452,tile_0_11_-288375342345
1473,tile_0_11_-288375349635
1474,tile_0_11_-288375349905
1475,tile_0_11_-288375350175
1476,tile_0_11_-288375350445
1477,tile_0_11_-288375350985
1478,tile_0_11_-288375351255
1479,tile_0_11_-288375351525
1480,tile_0_11_-288375352065
1481,tile_0_11_-288375352335
1482,tile_0_11_-288375352605
1483,tile_0_11_-288375353415
1484,tile_0_11_-288375353685
1485,tile_0_11_-288375353955
1491,tile_0_11_-288645335325
1492,tile_0_11_-288645336405
1493,tile_0_11_-288645336675
1494,tile_0_11_-288645336945
1495,tile_0_11_-288645337215
1496,tile_0_11_-288645337485
1497,tile_0_11_-288645337755
1498,tile_0_11_-288645338295
1499,tile_0_11_-288645339375
1500,tile_0_11_-288645339645
1501,tile_0_11_-288645339915
1502,tile_0_11_-288645340185
1503,tile_0_11_-288645340455
1504,tile_0_11_-288645340725
1505,tile_0_11_-288645340995
1506,tile_0_11_-288645341265
1507,tile_0_11_-288645341535
1508,tile_0_11_-288645341805
1509,tile_0_11_-288645342075
1510,tile_0_11_-288645342345
1511,tile_0_11_-288645342615
1512,tile_0_11_-288645343425
1527,tile_0_11_-288645348825
1528,tile_0_11_-288645349095
1529,tile_0_11_-288645349365
1530,tile_0_11_-288645349635
1531,tile_0_11_-288645349905
1532,tile_0_11_-288645350175
1533,tile_0_11_-288645350985
1534,tile_0_11_-288645351255
1535,tile_0_11_-288645351525
1536,tile_0_11_-288645351795
1537,tile_0_11_-288645352065
1538,tile_0_11_-288645352335
1539,tile_0_11_-288645353145
1540,tile_0_11_-288645353415
1541,tile_0_11_-288645353685
1548,tile_0_11_-288915336405
1549,tile_0_11_-288915336675
1550,tile_0_11_-288915337215
1551,tile_0_11_-288915337755
1552,tile_0_11_-288915338565
1553,tile_0_11_-288915338835
1554,tile_0_11_-288915339105
1555,tile_0_11_-288915339375
1556,tile_0_11_-288915339645
1557,tile_0_11_-288915339915
1558,tile_0_11_-288915340185
1559,tile_0_11_-288915340725
1560,tile_0_11_-288915340995
1561,tile_0_11_-288915341535
1562,tile_0_11_-288915341805
1563,tile_0_11_-288915343155
1564,tile_0_11_-288915343425
1580,tile_0_11_-288915348015
1581,tile_0_11_-288915348285
1582,tile_0_11_-288915348555
1583,tile_0_11_-288915348825
1584,tile_0_11_-288915349095
1585,tile_0_11_-288915349365
1586,tile_0_11_-288915349635
1587,tile_0_11_-288915349905
1588,tile_0_11_-288915351255
1589,tile_0_11_-288915352065
1590,tile_0_11_-288915352335
1591,tile_0_11_-288915352875
1592,tile_0_11_-288915353145
1593,tile_0_11_-288915353415
1594,tile_0_11_-288915353955
1595,tile_0_11_-288915354225
1605,tile_0_11_-289185335865
1606,tile_0_11_-289185336405
1607,tile_0_11_-289185336675
1608,tile_0_11_-289185336945
1609,tile_0_11_-289185337215
1610,tile_0_11_-289185337485
1611,tile_0_11_-289185337755
1612,tile_0_11_-289185338295
1613,tile_0_11_-289185338565
1614,tile_0_11_-289185339105
1615,tile_0_11_-289185339375
1616,tile_0_11_-289185339645
1617,tile_0_11_-289185339915
1618,tile_0_11_-289185340185
1619,tile_0_11_-289185340725
1620,tile_0_11_-289185341265
1621,tile_0_11_-289185341535
1622,tile_0_11_-289185341805
1623,tile_0_11_-289185343425
1638,tile_0_11_-289185347475
1639,tile_0_11_-289185347745
1640,tile_0_11_-289185348015
1641,tile_0_11_-289185348285
1642,tile_0_11_-289185348825
1643,tile_0_11_-289185349095
1644,tile_0_11_-289185351795
1645,tile_0_11_-289185352335
1646,tile_0_11_-289185352605
1647,tile_0_11_-289185352875
1648,tile_0_11_-289185353145
1649,tile_0_11_-289185353955
1658,tile_0_11_-289455336135
1659,tile_0_11_-289455336405
1660,tile_0_11_-289455336675
1661,tile_0_11_-289455336945
1662,tile_0_11_-289455337215
1663,tile_0_11_-289455337485
1664,tile_0_11_-289455337755
1665,tile_0_11_-289455338025
1666,tile_0_11_-289455338295
1667,tile_0_11_-289455339105
1668,tile_0_11_-289455339375
1669,tile_0_11_-289455340185
1670,tile_0_11_-289455341265
1671,tile_0_11_-289455341535
1672,tile_0_11_-289455341805
1673,tile_0_11_-289455342075
1686,tile_0_11_-289455347745
1687,tile_0_11_-289455348015
1688,tile_0_11_-289455348285
1689,tile_0_11_-289455348555
1690,tile_0_11_-289455348825
1691,tile_0_11_-289455350985
1692,tile_0_11_-289455352875
1693,tile_0_11_-289455353145
1694,tile_0_11_-289455353685
1695,tile_0_11_-289455353955
1703,tile_0_11_-289725335865
1704,tile_0_11_-289725336135
1705,tile_0_11_-289725336405
1706,tile_0_11_-289725336675
1707,tile_0_11_-289725336945
1708,tile_0_11_-289725337215
1709,tile_0_11_-289725337485
1710,tile_0_11_-289725337755
1711,tile_0_11_-289725338295
1712,tile_0_11_-289725338565
1713,tile_0_11_-289725339105
1714,tile_0_11_-289725339375
1715,tile_0_11_-289725339645
1716,tile_0_11_-289725340455
1717,tile_0_11_-289725340725
1718,tile_0_11_-289725340995
1719,tile_0_11_-289725341265
1720,tile_0_11_-289725341535
1721,tile_0_11_-289725341805
1722,tile_0_11_-289725342615
1732,tile_0_11_-289725346665
1733,tile_0_11_-289725347475
1734,tile_0_11_-289725348015
1735,tile_0_11_-289725348285
1736,tile_0_11_-289725348555
1737,tile_0_11_-289725348825
1738,tile_0_11_-289725352335
1747,tile_0_11_-289995335865
1748,tile_0_11_-289995336135
1749,tile_0_11_-289995336405
1750,tile_0_11_-289995336675
1751,tile_0_11_-289995336945
1752,tile_0_11_-289995337215
1753,tile_0_11_-289995337485
1754,tile_0_11_-289995337755
1755,tile_0_11_-289995338025
1756,tile_0_11_-289995338295
1757,tile_0_11_-289995338835
1758,tile_0_11_-289995339105
1759,tile_0_11_-289995339375
1760,tile_0_11_-289995339915
1761,tile_0_11_-289995340185
1762,tile_0_11_-289995340455
1763,tile_0_11_-289995340725
1764,tile_0_11_-289995340995
1765,tile_0_11_-289995341265
1766,tile_0_11_-289995341535
1767,tile_0_11_-289995341805
1773,tile_0_11_-289995346935
1774,tile_0_11_-289995347205
1775,tile_0_11_-289995347475
1776,tile_0_11_-289995347745
1777,tile_0_11_-289995348015
1778,tile_0_11_-289995348285
1779,tile_0_11_-289995348555
1780,tile_0_11_-289995348825
1781,tile_0_11_-289995349095
1782,tile_0_11_-289995349365
1789,tile_0_11_-290265335865
1790,tile_0_11_-290265336135
1791,tile_0_11_-290265336405
1792,tile_0_11_-290265336675
1793,tile_0_11_-290265336945
1794,tile_0_11_-290265337215
1795,tile_0_11_-290265337485
1796,tile_0_11_-290265338835
1797,tile_0_11_-290265339105
1798,tile_0_11_-290265339645
1799,tile_0_11_-290265339915
1800,tile_0_11_-290265340185
1801,tile_0_11_-290265340995
1802,tile_0_11_-290265341535
1803,tile_0_11_-290265348015
1804,tile_0_11_-290265348285
1805,tile_0_11_-290265348555
1806,tile_0_11_-290265348825
1807,tile_0_11_-290265349095
1808,tile_0_11_-290265349365
1809,tile_0_11_-290265349635
1810,tile_0_11_-290265349905
1816,tile_0_11_-290535335055
1817,tile_0_11_-290535335325
1818,tile_0_11_-290535335595
1819,tile_0_11_-290535335865
1820,tile_0_11_-290535336135
1821,tile_0_11_-290535336405
1822,tile_0_11_-290535336945
1823,tile_0_11_-290535337215
1824,tile_0_11_-290535338565
1825,tile_0_11_-290535338835
1826,tile_0_11_-290535339105
1827,tile_0_11_-290535339375
1828,tile_0_11_-290535339645
1829,tile_0_11_-290535339915
1830,tile_0_11_-290535340185
1831,tile_0_11_-290535340725
1832,tile_0_11_-290535340995
1834,tile_0_11_-290535347745
1835,tile_0_11_-290535348015
1836,tile_0_11_-290535348285
1837,tile_0_11_-290535348555
1838,tile_0_11_-290535348825
1839,tile_0_11_-290535349095
1840,tile_0_11_-290535349365
1841,tile_0_11_-290535349635
1842,tile_0_11_-290535349905
1843,tile_0_11_-290535350175
1844,tile_0_11_-290535350445
1845,tile_0_11_-290535350715
1846,tile_0_11_-290535350985
1851,tile_0_11_-290805335055
1852,tile_0_11_-290805335325
1853,tile_0_11_-290805335595
1854,tile_0_11_-290805335865
1855,tile_0_11_-290805336675
1856,tile_0_11_-290805336945
1857,tile_0_11_-290805337215
1858,tile_0_11_-290805337485
1859,tile_0_11_-290805337755
1860,tile_0_11_-290805338025
1861,tile_0_11_-290805338295
1862,tile_0_11_-290805338565
1863,tile_0_11_-290805338835
1864,tile_0_11_-290805339105
1865,tile_0_11_-290805339375
1866,tile_0_11_-290805339645
1867,tile_0_11_-290805339915
1868,tile_0_11_-290805340185
1869,tile_0_11_-290805340455
1870,tile_0_11_-290805340725
1871,tile_0_11_-290805340995
1872,tile_0_11_-290805348285
1873,tile_0_11_-290805348555
1874,tile_0_11_-290805348825
1875,tile_0_11_-290805349095
1876,tile_0_11_-290805349365
1877,tile_0_11_-290805349635
1878,tile_0_11_-290805349905
1879,tile_0_11_-290805350175
1880,tile_0_11_-290805350445
1881,tile_0_11_-290805350715
1882,tile_0_11_-290805352335
1883,tile_0_11_-290805352875
1887,tile_0_11_-291075331005
1888,tile_0_11_-291075331275
1890,tile_0_11_-291075332085
1893,tile_0_11_-291075333435
1895,tile_0_11_-291075335325
1896,tile_0_11_-291075335595
1897,tile_0_11_-291075336135
1898,tile_0_11_-291075336675
1899,tile_0_11_-291075336945
1900,tile_0_11_-291075337215
1901,tile_0_11_-291075337485
1902,tile_0_11_-291075337755
1903,tile_0_11_-291075338025
1904,tile_0_11_-291075338295
1905,tile_0_11_-291075338565
1906,tile_0_11_-291075339105
1907,tile_0_11_-291075339375
1908,tile_0_11_-291075339645
1909,tile_0_11_-291075339915
1910,tile_0_11_-291075340185
1911,tile_0_11_-291075340455
1912,tile_0_11_-291075340995
1913,tile_0_11_-291075341265
1914,tile_0_11_-291075348555
1915,tile_0_11_-291075349095
1916,tile_0_11_-291075349365
1917,tile_0_11_-291075349635
1918,tile_0_11_-291075349905
1919,tile_0_11_-291075350175
1920,tile_0_11_-291075350445
1921,tile_0_11_-291075350715
1922,tile_0_11_-291075350985
1923,tile_0_11_-291075351525
1924,tile_0_11_-291075352335
1925,tile_0_11_-291075352605
1926,tile_0_11_-291075352875
1929,tile_0_11_-291345331275
1930,tile_0_11_-291345331545
1933,tile_0_11_-291345333435
1934,tile_0_11_-291345334785
1935,tile_0_11_-291345335055
1936,tile_0_11_-291345335595
1937,tile_0_11_-291345335865
1938,tile_0_11_-291345336405
1939,tile_0_11_-291345336675
1940,tile_0_11_-291345336945
1941,tile_0_11_-291345337215
1942,tile_0_11_-291345337485
1943,tile_0_11_-291345337755
1944,tile_0_11_-291345338025
1945,tile_0_11_-291345338295
1946,tile_0_11_-291345338835
1947,tile_0_11_-291345339375
1948,tile_0_11_-291345339915
1949,tile_0_11_-291345340185
1950,tile_0_11_-291345340455
1951,tile_0_11_-291345340725
1952,tile_0_11_-291345340995
1953,tile_0_11_-291345349095
1954,tile_0_11_-291345349635
1955,tile_0_11_-291345349905
1956,tile_0_11_-291345350175
1957,tile_0_11_-291345350445
1958,tile_0_11_-291345350715
1959,tile_0_11_-291345350985
1960,tile_0_11_-291345351255
1961,tile_0_11_-291345351525
1962,tile_0_11_-291345352335
1963,tile_0_11_-291345352605
1964,tile_0_11_-291345353955
1965,tile_0_11_-291615331815
1968,tile_0_11_-291615333165
1969,tile_0_11_-291615333435
1970,tile_0_11_-291615334785
1971,tile_0_11_-291615335865
1972,tile_0_11_-291615336945
1973,tile_0_11_-291615337215
1974,tile_0_11_-291615337485
1975,tile_0_11_-291615337755
1976,tile_0_11_-291615338025
1977,tile_0_11_-291615338295
1978,tile_0_11_-291615338565
1979,tile_0_11_-291615338835
1980,tile_0_11_-291615339105
1981,tile_0_11_-291615339915
1982,tile_0_11_-291615340185
1983,tile_0_11_-291615340725
1984,tile_0_11_-291615340995
1985,tile_0_11_-291615341265
1986,tile_0_11_-291615341535
1987,tile_0_11_-291615349635
1988,tile_0_11_-291615350715
1989,tile_0_11_-291615350985
1990,tile_0_11_-291615351255
1991,tile_0_11_-291615351525
1992,tile_0_11_-291615351795
1993,tile_0_11_-291615352065
1994,tile_0_11_-291615352335
1995,tile_0_11_-291615352605
1996,tile_0_11_-291885331545
2001,tile_0_11_-291885333165
2002,tile_0_11_-291885333435
2003,tile_0_11_-291885335325
2004,tile_0_11_-291885335865
2005,tile_0_11_-291885336675
2006,tile_0_11_-291885336945
2007,tile_0_11_-291885337215
2008,tile_0_11_-291885337485
2009,tile_0_11_-291885337755
2010,tile_0_11_-291885338025
2011,tile_0_11_-291885338295
2012,tile_0_11_-291885338565
2013,tile_0_11_-291885338835
2014,tile_0_11_-291885339375
2015,tile_0_11_-291885339645
2016,tile_0_11_-291885340725
2017,tile_0_11_-291885340995
2018,tile_0_11_-291885341265
2019,tile_0_11_-291885350985
2020,tile_0_11_-291885351255
2021,tile_0_11_-291885351795
2022,tile_0_11_-291885352065
2026,tile_0_11_-292155333705
2027,tile_0_11_-292155333975
2028,tile_0_11_-292155335325
2029,tile_0_11_-292155335865
2030,tile_0_11_-292155336405
2031,tile_0_11_-292155336675
2032,tile_0_11_-292155336945
2033,tile_0_11_-292155337215
2034,tile_0_11_-292155337485
2035,tile_0_11_-292155337755
2036,tile_0_11_-292155338025
2037,tile_0_11_-292155338295
2038,tile_0_11_-292155338565
2039,tile_0_11_-292155339105
2040,tile_0_11_-292155339375
2041,tile_0_11_-292155340185
2042,tile_0_11_-292155340455
2043,tile_0_11_-292155340725
2044,tile_0_11_-292155340995
2045,tile_0_11_-292155341265
2046,tile_0_11_-292155346935
2047,tile_0_11_-292155347205
2048,tile_0_11_-292155351255
2050,tile_0_11_-292425332085
2051,tile_0_11_-292425332355
2053,tile_0_11_-292425333705
2054,tile_0_11_-292425333975
2055,tile_0_11_-292425334245
2056,tile_0_11_-292425335595
2057,tile_0_11_-292425336135
2058,tile_0_11_-292425336675
2059,tile_0_11_-292425336945
2060,tile_0_11_-292425337215
2061,tile_0_11_-292425337485
2062,tile_0_11_-292425337755
2063,tile_0_11_-292425338025
2064,tile_0_11_-292425338295
2065,tile_0_11_-292425338835
2066,tile_0_11_-292425340185
2067,tile_0_11_-292425340455
2068,tile_0_11_-292425340725
2069,tile_0_11_-292425340995
2070,tile_0_11_-292425346665
2071,tile_0_11_-292425346935
2072,tile_0_11_-292425347205
2073,tile_0_11_-292695331545
2075,tile_0_11_-292695332895
2076,tile_0_11_-292695333975
2077,tile_0_11_-292695334515
2078,tile_0_11_-292695335865
2079,tile_0_11_-292695336135
2080,tile_0_11_-292695336405
2081,tile_0_11_-292695336945
2082,tile_0_11_-292695337215
2083,tile_0_11_-292695337485
2084,tile_0_11_-292695337755
2085,tile_0_11_-292695338025
2086,tile_0_11_-292695338295
2087,tile_0_11_-292695338565
2088,tile_0_11_-292695340455
2089,tile_0_11_-292695340725
2090,tile_0_11_-292695340995
2091,tile_0_11_-292695341265
2092,tile_0_11_-292695346665
2093,tile_0_11_-292695346935
2094,tile_0_11_-292695347205
2097,tile_0_11_-292965334515
2098,tile_0_11_-292965334785
2099,tile_0_11_-292965337215
2100,tile_0_11_-292965337485
2101,tile_0_11_-292965337755
2102,tile_0_11_-292965338025
2103,tile_0_11_-292965338565
2104,tile_0_11_-292965340455
2105,tile_0_11_-292965340725
2106,tile_0_11_-292965340995
2107,tile_0_11_-292965341265
2109,tile_0_11_-292965346665
2110,tile_0_11_-292965346935
2111,tile_0_11_-292965347205
2117,tile_0_11_-293235334785
2118,tile_0_11_-293235335055
2119,tile_0_11_-293235336135
2120,tile_0_11_-293235337215
2121,tile_0_11_-293235337485
2122,tile_0_11_-293235337755
2123,tile_0_11_-293235338295
2124,tile_0_11_-293235338835
2125,tile_0_11_-293235339915
2126,tile_0_11_-293235340725
2127,tile_0_11_-293235340995
2128,tile_0_11_-293235341265
2129,tile_0_11_-293235341805
2132,tile_0_11_-293235346395
2133,tile_0_11_-293235346665
2134,tile_0_11_-293235346935
2135,tile_0_11_-293235347205
2136,tile_0_11_-293235354225
2137,tile_0_11_-293505325605
2139,tile_0_11_-293505334785
2140,tile_0_11_-293505335055
2141,tile_0_11_-293505335325
2142,tile_0_11_-293505335595
2143,tile_0_11_-293505338565
2144,tile_0_11_-293505338835
2145,tile_0_11_-293505340455
2146,tile_0_11_-293505340725
2147,tile_0_11_-293505340995
2148,tile_0_11_-293505341265
2149,tile_0_11_-293505341535
2150,tile_0_11_-293505341805
2151,tile_0_11_-293505345585
2154,tile_0_11_-293505346395
2155,tile_0_11_-293505346665
2156,tile_0_11_-293505346935
2158,tile_0_11_-293505353955
2159,tile_0_11_-293505354225
2160,tile_0_11_-293505355035
2162,tile_0_11_-293775334785
2163,tile_0_11_-293775335055
2164,tile_0_11_-293775335325
2165,tile_0_11_-293775335595
2166,tile_0_11_-293775335865
2167,tile_0_11_-293775336135
2168,tile_0_11_-293775337755
2169,tile_0_11_-293775338025
2170,tile_0_11_-293775338295
2171,tile_0_11_-293775338565
2172,tile_0_11_-293775338835
2173,tile_0_11_-293775340455
2174,tile_0_11_-293775340725
2175,tile_0_11_-293775340995
2176,tile_0_11_-293775341265
2177,tile_0_11_-293775341535
2178,tile_0_11_-293775341805
2179,tile_0_11_-293775342075
2180,tile_0_11_-293775342345
2183,tile_0_11_-293775345855
2184,tile_0_11_-293775346125
2185,tile_0_11_-293775346395
2186,tile_0_11_-293775346665
2187,tile_0_11_-293775346935
2190,tile_0_11_-293775351525
2191,tile_0_11_-293775351795
2192,tile_0_11_-293775354225
2198,tile_0_11_-294045336675
2199,tile_0_11_-294045337755
2200,tile_0_11_-294045340185
2201,tile_0_11_-294045340455
2202,tile_0_11_-294045340725
2203,tile_0_11_-294045340995
2204,tile_0_11_-294045341265
2205,tile_0_11_-294045341805
2206,tile_0_11_-294045342075
2207,tile_0_11_-294045342345
2210,tile_0_11_-294045345855
2211,tile_0_11_-294045346125
2212,tile_0_11_-294045346395
2213,tile_0_11_-294045346665
2214,tile_0_11_-294045346935
2215,tile_0_11_-294045347205
2218,tile_0_11_-294045351255
2219,tile_0_11_-294045351525
2220,tile_0_11_-294045351795
2221,tile_0_11_-294045353955
2226,tile_0_11_-294315332625
2227,tile_0_11_-294315335055
2229,tile_0_11_-294315338295
2230,tile_0_11_-294315340455
2231,tile_0_11_-294315340725
2232,tile_0_11_-294315341535
2233,tile_0_11_-294315341805
2234,tile_0_11_-294315342075
2235,tile_0_11_-294315342615
2236,tile_0_11_-294315342885
2238,tile_0_11_-294315345585
2239,tile_0_11_-294315345855
2240,tile_0_11_-294315346125
