pixelID,x,y
FA-31-823,-42530.836354,121621.665811
FA-31-906,-42800.836354,121081.665811
FA-31-944,-43880.836354,120811.665811
FA-31-947,-43070.836354,120811.665811
FA-31-948,-42800.836354,120811.665811
FA-31-988,-43340.836354,120541.665811
FA-32-1014,-38480.836354,87331.665811
FA-32-1048,-39290.836354,87061.665811
FA-32-1051,-38480.836354,87061.665811
FA-32-1094,-36860.836354,86791.665811
FA-32-1119,-40100.836354,86521.665811
FA-32-1131,-36860.836354,86521.665811
FA-32-1160,-39020.836354,86251.665811
FA-32-1466,-36320.836354,84091.665811
FA-32-1470,-35240.836354,84091.665811
FA-32-1471,-34970.836354,84091.665811
FA-32-1500,-37130.836354,83821.665811
FA-32-1503,-36320.836354,83821.665811
FA-32-1504,-36050.836354,83821.665811
FA-32-1506,-35510.836354,83821.665811
FA-32-1509,-34700.836354,83821.665811
FA-32-1545,-34970.836354,83551.665811
FA-32-1547,-34430.836354,83551.665811
FA-32-1621,-34430.836354,83011.665811
FA-32-1663,-33080.836354,82741.665811
FA-32-216,-34160.836354,93271.665811
FA-32-252,-34430.836354,93001.665811
FA-32-289,-34430.836354,92731.665811
FA-32-349,-38210.836354,92191.665811
FA-32-363,-34430.836354,92191.665811
FA-32-425,-37670.836354,91651.665811
FA-32-436,-34700.836354,91651.665811
FA-32-679,-39020.836354,89761.665811
FA-32-788,-39560.836354,88951.665811
FA-32-802,-35780.836354,88951.665811
FA-32-839,-35780.836354,88681.665811
FA-33-223,-29570.836354,86791.665811
FA-33-352,-29570.836354,85981.665811
FA-33-372,-24170.836354,85981.665811
FA-33-397,-29030.836354,85711.665811
FA-33-399,-28490.836354,85711.665811
FA-33-408,-26060.836354,85711.665811
FA-33-409,-25790.836354,85711.665811
FA-33-422,-22280.836354,85711.665811
FA-33-437,-29840.836354,85441.665811
FA-33-444,-27950.836354,85441.665811
FA-33-451,-26060.836354,85441.665811
FA-33-452,-25790.836354,85441.665811
FA-33-483,-29030.836354,85171.665811
FA-33-486,-28220.836354,85171.665811
FA-33-487,-27950.836354,85171.665811
FA-33-488,-27680.836354,85171.665811
FA-33-490,-27140.836354,85171.665811
FA-33-495,-25790.836354,85171.665811
FA-33-498,-24980.836354,85171.665811
FA-33-500,-24440.836354,85171.665811
FA-33-501,-24170.836354,85171.665811
FA-33-521,-30380.836354,84901.665811
FA-33-530,-27950.836354,84901.665811
FA-33-532,-27410.836354,84901.665811
FA-33-539,-25520.836354,84901.665811
FA-33-545,-23900.836354,84901.665811
FA-33-546,-23630.836354,84901.665811
FA-33-547,-23360.836354,84901.665811
FA-33-578,-26600.836354,84631.665811
FA-33-652,-29840.836354,84091.665811
FA-34-131,-20120.836354,56011.665811
FA-34-1340,-30650.836354,51691.665811
FA-34-378,-16610.836354,55201.665811
FA-34-456,-16610.836354,54931.665811
FA-34-461,-15260.836354,54931.665811
FA-34-477,-32000.836354,54661.665811
FA-34-481,-30920.836354,54661.665811
FA-34-487,-29300.836354,54661.665811
FA-34-502,-25250.836354,54661.665811
FA-34-519,-20660.836354,54661.665811
FA-34-536,-16070.836354,54661.665811
FA-34-570,-27950.836354,54391.665811
FA-34-615,-15800.836354,54391.665811
FA-34-660,-24710.836354,54121.665811
FA-34-670,-22010.836354,54121.665811
FA-34-711,-32000.836354,53851.665811
FA-34-714,-31190.836354,53851.665811
FA-34-716,-30650.836354,53851.665811
FA-34-720,-29570.836354,53851.665811
FA-34-721,-29300.836354,53851.665811
FA-34-730,-26870.836354,53851.665811
FA-34-737,-24980.836354,53851.665811
FA-34-741,-23900.836354,53851.665811
FA-34-791,-31460.836354,53581.665811
FA-34-793,-30920.836354,53581.665811
FA-34-798,-29570.836354,53581.665811
FA-34-816,-24710.836354,53581.665811
FA-34-883,-27680.836354,53311.665811
FA-34-889,-26060.836354,53311.665811
FA-34-958,-28490.836354,53041.665811
FA-36-209,-15530.836354,16051.665811
FA-36-210,-15260.836354,16051.665811
FA-36-246,-15530.836354,15781.665811
FA-36-247,-15260.836354,15781.665811
FA-36-283,-15530.836354,15511.665811
FA-36-284,-15260.836354,15511.665811
FA-36-319,-15800.836354,15241.665811
FA-36-320,-15530.836354,15241.665811
FA-36-321,-15260.836354,15241.665811
FA-36-323,-14720.836354,15241.665811
FA-36-357,-15530.836354,14971.665811
FA-36-430,-15800.836354,14431.665811
FA-36-463,-16880.836354,14161.665811
FA-36-498,-17420.836354,13891.665811
FA-36-534,-17690.836354,13621.665811
FA-36-536,-17150.836354,13621.665811
FA-36-571,-17690.836354,13351.665811
FA-36-572,-17420.836354,13351.665811
FA-39-73,-4190.836354,-10678.334189
FA-4-348,-276350.836354,428071.665811
FA-5-126,-264740.836354,437521.665811
FA-5-147,-268790.836354,437251.665811
FA-5-186,-267980.836354,436981.665811
FA-5-641,-261770.836354,433741.665811
FA-6-1032,-282560.836354,404851.665811
FA-6-1033,-282290.836354,404851.665811
FA-6-1034,-282020.836354,404851.665811
FA-6-145,-275810.836354,411331.665811
FA-6-146,-275540.836354,411331.665811
FA-6-179,-276890.836354,411061.665811
FA-6-183,-275810.836354,411061.665811
FA-6-184,-275540.836354,411061.665811
FA-6-525,-275810.836354,408631.665811
FA-6-698,-280400.836354,407281.665811
FA-6-699,-280130.836354,407281.665811
FA-6-736,-280400.836354,407011.665811
FA-6-737,-280130.836354,407011.665811
FA-6-779,-279050.836354,406741.665811
FA-6-814,-279860.836354,406471.665811
FA-6-817,-279050.836354,406471.665811
FA-6-881,-282290.836354,405931.665811
FA-6-919,-282290.836354,405661.665811
FA-6-921,-281750.836354,405661.665811
FA-6-995,-282290.836354,405121.665811
FA-6-996,-282020.836354,405121.665811
FA-7-117,-238820.836354,432661.665811
FA-7-118,-238550.836354,432661.665811
FA-7-143,-238550.836354,432391.665811
FA-7-218,-238550.836354,431581.665811
FA-7-243,-238550.836354,431311.665811
FA-7-284,-240980.836354,430771.665811
FA-7-309,-240980.836354,430501.665811
FA-8-210,-183200.836354,304411.665811
FA-8-211,-182930.836354,304411.665811
FA-8-288,-182120.836354,303871.665811
FA-8-325,-182120.836354,303601.665811
FA-8-326,-181850.836354,303601.665811
FA-8-363,-181850.836354,303331.665811
FA-8-364,-181580.836354,303331.665811
FA-9-101,-264740.836354,377581.665811
FA-9-123,-265010.836354,377311.665811
FA-9-124,-264740.836354,377311.665811
FA-9-126,-264200.836354,377311.665811
FA-9-146,-265010.836354,377041.665811
FA-9-148,-264470.836354,377041.665811
FA-9-168,-265280.836354,376771.665811
FA-9-172,-264200.836354,376771.665811
FA-9-174,-263660.836354,376771.665811
FA-9-191,-265280.836354,376501.665811
FA-9-194,-264470.836354,376501.665811
FA-9-213,-265550.836354,376231.665811
FA-9-223,-262850.836354,376231.665811
FA-9-236,-265550.836354,375961.665811
FA-9-271,-262310.836354,375691.665811
FA-9-285,-264740.836354,375421.665811
FA-9-293,-262580.836354,375421.665811
FA-9-295,-262040.836354,375421.665811
FA-9-315,-262850.836354,375151.665811
FA-9-316,-262580.836354,375151.665811
FA-9-317,-262310.836354,375151.665811
FA-9-326,-266090.836354,374881.665811
FA-9-339,-262580.836354,374881.665811
FA-9-361,-262850.836354,374611.665811
FA-9-362,-262580.836354,374611.665811
FA-9-379,-264200.836354,374341.665811
FA-9-386,-262310.836354,374341.665811
FA-9-403,-263930.836354,374071.665811
FA-9-428,-263390.836354,373801.665811
FA-9-78,-264740.836354,377851.665811
FA-42-431,152139.163646,-195088.334189
FA-42-433,152679.163646,-195088.334189
FA-42-520,151869.163646,-195628.334189
FA-42-565,151869.163646,-195898.334189
FA-42-566,152139.163646,-195898.334189
FA-42-569,152949.163646,-195898.334189
FA-42-880,151869.163646,-197788.334189
FA-42-972,152409.163646,-198328.334189
FA-43-1042,142689.163646,-215878.334189
FA-43-1072,142689.163646,-216148.334189
FA-43-1073,142959.163646,-216148.334189
FA-43-1074,143229.163646,-216148.334189
FA-43-497,141339.163646,-211018.334189
FA-43-527,141339.163646,-211288.334189
FA-43-528,141609.163646,-211288.334189
FA-43-565,143499.163646,-211558.334189
FA-43-771,142419.163646,-213448.334189
FA-43-800,142149.163646,-213718.334189
FA-43-893,142959.163646,-214528.334189
FA-43-985,143499.163646,-215338.334189
FA-44-244,143229.163646,-223168.334189
FA-44-399,145119.163646,-224248.334189
FA-44-436,145119.163646,-224518.334189
FA-44-767,144579.163646,-226948.334189
FA-44-804,144579.163646,-227218.334189
FA-52-1043,-237470.836354,84631.665811
FA-52-1097,-237200.836354,84361.665811
